Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Mont Kiara, Kuala Lumpur",1400000.0,6,6,2,Landed,"Built-up : 3,480 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur",2600000.0,5,4,2,Landed,"Built-up : 3,600 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",1750000.0,6,5,2,Landed,Land area : 20x77 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",568000.0,3,2,1,Condominium,Built-up : 920 sq. ft.,Fully Furnished
"Jalan Ipoh, Kuala Lumpur",350000.0,4,2,1,Condominium,Land area : 950 sq. ft.,Unknown
"Jalan Kuching, Kuala Lumpur",890000.0,4,3,1,Condominium,Land area : 1538 sq. ft.,Unfurnished
"Jalan Kuching, Kuala Lumpur",677000.0,4,2,1,Condominium,Land area : 1129 sq. ft.,Unfurnished
"Jalan Kuching, Kuala Lumpur",450000.0,3,2,1,Condominium,Land area : 858 sq. ft.,Unfurnished
"Mont Kiara, Kuala Lumpur",606000.0,1,1,1,Condominium,Land area : 768 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",535000.0,1,1,1,Condominium,Land area : 678 sq. ft.,Partly Furnished
"Sentul, Kuala Lumpur",420000.0,3,2,1,Condominium,Land area : 1108 sq. ft.,Partly Furnished
"City Centre, Kuala Lumpur",1450000.0,4,4,1,Condominium,"Built-up : 1,980 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",680000.0,3,2,1,Condominium,"Built-up : 1,260 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",535000.0,1,1,1,Condominium,Land area : 678 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",535000.0,1,1,1,Condominium,Land area : 678 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",535000.0,1,1,1,Condominium,Land area : 678 sq. ft.,Partly Furnished
"Bukit Bintang, Kuala Lumpur",650000.0,2,2,1,Condominium,Built-up : 953 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur",1630000.0,4,3,2,Landed,"Built-up : 1,700 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",800000.0,4,3,2,Landed,"Built-up : 3,950 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur",15000000.0,6,7,4,Luxury,Land area : 7555 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",650000.0,4,3,2,Condominium,Land area : 1374 sq. ft.,Fully Furnished
"Sentul, Kuala Lumpur",330000.0,3,2,1,Condominium,Land area : 1087 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur",370000.0,3,2,1,Condominium,"Built-up : 1,222 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur",340000.0,3,2,1,Apartment,Built-up : 835 sq. ft.,Partly Furnished
"Dutamas, Kuala Lumpur",375000.0,1,1,1,Condominium,Built-up : 653 sq. ft.,Unfurnished
"KLCC, Kuala Lumpur",799000.0,2,1,1,Condominium,Land area : 605 sq. ft.,Fully Furnished
"Country Heights Damansara, Kuala Lumpur",10000000.0,6,6,3,Luxury,Land area : 10226 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",1650000.0,4,3,2,Condominium,"Built-up : 1,878 sq. ft.",Unfurnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur",4700000.0,6,5,4,Condominium,"Built-up : 5,405 sq. ft.",Partly Furnished
"Batu Caves, Kuala Lumpur",780000.0,3,2,2,Condominium,"Built-up : 1,098 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1000000.0,2,2,1,Condominium,Built-up : 930 sq. ft.,Fully Furnished
"Desa Pandan, Kuala Lumpur",1540000.0,4,2,2,Condominium,"Built-up : 1,539 sq. ft.",Fully Furnished
"Sentul, Kuala Lumpur",950000.0,4,3,4,Landed,Land area : 2000 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur",1680000.0,4,4,2,Condominium,"Built-up : 2,800 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",945000.0,4,3,4,Landed,Land area : 3000 sq. ft.,Unfurnished
"Bangsar, Kuala Lumpur",790000.0,1,1,2,Condominium,Built-up : 784 sq. ft.,Fully Furnished
"Bukit Jalil, Kuala Lumpur",4300000.0,8,8,4,Luxury,Land area : 5700 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",980000.0,2,2,1,Condominium,Built-up : 950 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",1090000.0,4,3,4,Landed,Land area : 40x100 sq. ft.,Partly Furnished
"Jalan Kuching, Kuala Lumpur",487000.0,3,2,2,Condominium,"Built-up : 1,009 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur",1620000.0,3,3,2,Landed,"Built-up : 1,900 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",2920000.0,1,1,1,Condominium,"Built-up : 1,163 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",3650000.0,2,2,2,Condominium,"Built-up : 1,572 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",2230000.0,5,5,3,Condominium,"Built-up : 2,973 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1130000.0,1,1,1,Condominium,Built-up : 630 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1300000.0,5,4,3,Condominium,"Built-up : 2,128 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1050000.0,3,2,1,Condominium,Built-up : 808 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",8070000.0,4,4,2,Condominium,"Built-up : 2,960 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",2860000.0,1,2,1,Condominium,"Built-up : 1,163 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",3800000.0,2,2,2,Condominium,"Built-up : 1,636 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",2700000.0,1,2,1,Condominium,"Built-up : 1,023 sq. ft.",Fully Furnished
"Desa ParkCity, Kuala Lumpur",2400000.0,6,5,3,Condominium,"Built-up : 2,454 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",1199218.0,1,1,1,Condominium,Built-up : 636 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",1450000.0,3,2,1,Condominium,"Built-up : 1,100 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",900000.0,5,3,2,Condominium,"Built-up : 1,513 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",3600000.0,4,5,2,Condominium,"Built-up : 3,897 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1330000.0,1,1,1,Condominium,Built-up : 925 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur",460000.0,2,1,1,Condominium,Built-up : 604 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",1290000.0,5,4,4,Condominium,"Built-up : 2,128 sq. ft.",Partly Furnished
"Desa ParkCity, Kuala Lumpur",1380000.0,4,3,2,Condominium,"Built-up : 1,572 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur",443000.0,3,3,1,Condominium,"Built-up : 1,045 sq. ft.",Unfurnished
"Kuchai Lama, Kuala Lumpur",410000.0,3,2,2,Condominium,"Built-up : 1,106 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",559000.0,4,2,2,Condominium,"Built-up : 1,404 sq. ft.",Fully Furnished
"Sri Petaling, Kuala Lumpur",568000.0,3,2,2,Condominium,"Built-up : 1,257 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1180000.0,2,2,1,Condominium,Built-up : 880 sq. ft.,Fully Furnished
"Desa ParkCity, Kuala Lumpur",2280000.0,5,5,3,Condominium,"Built-up : 2,454 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",4958000.0,4,5,4,Condominium,Land area : 2615 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",3909600.0,3,3,2,Condominium,"Built-up : 1,604 sq. ft.",Unfurnished
"KLCC, Kuala Lumpur",990000.0,4,3,2,Condominium,"Built-up : 1,313 sq. ft.",Unknown
"Mont Kiara, Kuala Lumpur",2600000.0,5,5,3,Condominium,"Built-up : 3,400 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1820000.0,4,3,2,Condominium,"Built-up : 1,426 sq. ft.",Fully Furnished
"KL City, Kuala Lumpur",1380000.0,3,3,1,Condominium,"Built-up : 1,453 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",520000.0,3,3,2,Condominium,"Built-up : 1,003 sq. ft.",Partly Furnished
"Sri Petaling, Kuala Lumpur",390000.0,3,2,1,Condominium,Built-up : 947 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur",1630000.0,4,4,2,Condominium,"Built-up : 2,030 sq. ft.",Unfurnished
"KL Sentral, Kuala Lumpur",4643562.0,5,5,4,Condominium,Land area : 2982 sq. ft.,Partly Furnished
"KL Sentral, Kuala Lumpur",2716000.0,4,4,2,Condominium,"Built-up : 2,227 sq. ft.",Partly Furnished
"Brickfields, Kuala Lumpur",850000.0,3,3,1,Condominium,"Built-up : 1,550 sq. ft.",Unfurnished
"KL Sentral, Kuala Lumpur",940974.0,2,2,2,Condominium,Built-up : 826 sq. ft.,Partly Furnished
"Brickfields, Kuala Lumpur",730000.0,3,3,1,Condominium,Land area : 1175 sq. ft.,Unfurnished
"KL Sentral, Kuala Lumpur",1106514.0,3,3,2,Condominium,"Built-up : 1,025 sq. ft.",Partly Furnished
"KL Sentral, Kuala Lumpur",1330000.0,3,3,1,Condominium,"Built-up : 1,441 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",900000.0,5,3,3,Condominium,"Built-up : 1,513 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1220000.0,2,2,1,Condominium,Built-up : 736 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",1550000.0,3,2,2,Condominium,"Built-up : 1,031 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",1100000.0,4,3,2,Condominium,"Built-up : 1,313 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",3500000.0,3,3,1,Condominium,"Built-up : 1,560 sq. ft.",Fully Furnished
"Bukit Bintang, Kuala Lumpur",775000.0,2,2,1,Condominium,Built-up : 775 sq. ft.,Unknown
"KLCC, Kuala Lumpur",1100000.0,1,1,1,Condominium,Built-up : 630 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",1190000.0,2,1,2,Condominium,Built-up : 655 sq. ft.,Fully Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",516000.0,2,2,1,Condominium,Built-up : 645 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",1020000.0,3,2,1,Condominium,Built-up : 849 sq. ft.,Fully Furnished
"Kepong, Kuala Lumpur",570000.0,3,2,1,Landed,Land area : 14x45 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur",990000.0,4,4,2,Condominium,"Built-up : 1,477 sq. ft.",Partly Furnished
"Segambut, Kuala Lumpur",550000.0,2,2,1,Condominium,Land area : NA sq. ft.,Unfurnished
"Setapak, Kuala Lumpur",560000.0,4,3,1,Condominium,"Built-up : 1,416 sq. ft.",Partly Furnished
"Bukit Bintang, Kuala Lumpur",9500000.0,5,4,3,Condominium,"Built-up : 5,743 sq. ft.",Unfurnished
"Bukit Bintang, Kuala Lumpur",7000000.0,6,5,2,Condominium,"Built-up : 4,227 sq. ft.",Fully Furnished
"Bukit Bintang, Kuala Lumpur",7482600.0,5,5,2,Condominium,"Built-up : 4,157 sq. ft.",Partly Furnished
"Bukit Bintang, Kuala Lumpur",2716200.0,2,3,1,Condominium,"Built-up : 1,509 sq. ft.",Fully Furnished
"Bukit Bintang, Kuala Lumpur",4000000.0,4,4,2,Condominium,"Built-up : 2,405 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",1230000.0,4,4,2,Condominium,"Built-up : 2,059 sq. ft.",Unfurnished
"Wangsa Maju, Kuala Lumpur",800000.0,4,3,2,Landed,Land area : 22x75 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur",1550000.0,5,6,2,Landed,Land area : 22x75 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",2800000.0,5,5,4,Luxury,Land area : 10484 sq. ft.,Unfurnished
"Jalan Kuching, Kuala Lumpur",1750000.0,5,4,3,Landed,Land area : 3633 sq. ft.,Partly Furnished
"Jalan Kuching, Kuala Lumpur",1750000.0,5,4,3,Landed,Land area : 3633 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",4900000.0,7,6,8,Luxury,Land area : 12583 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",600000.0,4,3,2,Condominium,"Built-up : 1,450 sq. ft.",Unfurnished
"Setapak, Kuala Lumpur",680000.0,4,3,2,Landed,Land area : 24x45 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur",650000.0,3,2,2,Landed,Land area : 29x45 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",1150000.0,4,3,5,Landed,Land area : 3400 sq. ft.,Unfurnished
"OUG, Kuala Lumpur",2400000.0,5,3,8,Landed,Land area : 5000 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",3900000.0,7,6,3,Luxury,Land area : 8750 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",1150000.0,4,4,2,Condominium,"Built-up : 1,675 sq. ft.",Unfurnished
"Seputeh, Kuala Lumpur",2499000.0,5,4,2,Condominium,"Built-up : 2,900 sq. ft.",Fully Furnished
"Bukit Bintang, Kuala Lumpur",570000.0,1,1,1,Condominium,Built-up : 550 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",2998000.0,4,3,3,Condominium,"Built-up : 2,066 sq. ft.",Partly Furnished
"Pandan Perdana, Kuala Lumpur",280000.0,1,1,1,Condominium,Built-up : 450 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",1250000.0,1,1,2,Condominium,Built-up : 925 sq. ft.,Partly Furnished
"Sentul, Kuala Lumpur",400000.0,3,2,1,Condominium,"Built-up : 1,007 sq. ft.",Partly Furnished
"Sentul, Kuala Lumpur",460000.0,3,2,2,Condominium,"Built-up : 1,062 sq. ft.",Partly Furnished
"Sentul, Kuala Lumpur",420000.0,3,2,1,Condominium,"Built-up : 1,007 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",4958000.0,4,5,4,Condominium,"Built-up : 2,651 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",4950000.0,4,4,2,Condominium,"Built-up : 3,300 sq. ft.",Fully Furnished
"Seputeh, Kuala Lumpur",590000.0,3,2,1,Condominium,"Built-up : 1,019 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur",545000.0,4,2,2,Condominium,"Built-up : 1,500 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",351000.0,0,1,1,Condominium,Built-up : 526 sq. ft.,Partly Furnished
"Ampang, Kuala Lumpur",2200000.0,5,4,2,Condominium,"Built-up : 3,062 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur",570000.0,4,2,2,Condominium,"Built-up : 1,394 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",3100000.0,3,3,1,Condominium,"Built-up : 1,768 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",925000.0,5,3,2,Condominium,"Built-up : 1,513 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",1200000.0,4,3,1,Condominium,"Built-up : 2,760 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",645000.0,3,2,2,Condominium,Land area : 1168 sq. ft.,Partly Furnished
"Kuchai Lama, Kuala Lumpur",560000.0,3,2,1,Condominium,Built-up : 936 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",650000.0,3,2,2,Condominium,Land area : 1168 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur",1400000.0,6,4,4,Condominium,Land area : 1930 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur",1034000.0,5,3,2,Condominium,Land area : 1513 sq. ft.,Partly Furnished
"Bukit Jalil, Kuala Lumpur",1060000.0,5,3,2,Condominium,Land area : 1513 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",1500000.0,2,2,1,Condominium,"Built-up : 1,368 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur",950000.0,5,3,2,Condominium,"Built-up : 1,513 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",640000.0,3,2,2,Condominium,"Built-up : 1,313 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",650000.0,3,2,2,Condominium,"Built-up : 1,313 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",1200000.0,5,3,2,Condominium,"Built-up : 1,513 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",2100000.0,6,6,4,Landed,Land area : 1700 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",690000.0,4,3,4,Landed,Land area : 20x70 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur",520000.0,4,2,2,Condominium,"Built-up : 1,378 sq. ft.",Partly Furnished
"Jalan Ipoh, Kuala Lumpur",2000000.0,5,4,4,Landed,Land area : 45x68 sq. ft.,Partly Furnished
"Dutamas, Kuala Lumpur",1000000.0,2,2,2,Condominium,Built-up : 997 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",1799999.0,5,6,7,Condominium,"Built-up : 2,315 sq. ft.",Fully Furnished
"Bangsar South, Kuala Lumpur",825000.0,3,2,1,Condominium,Built-up : 990 sq. ft.,Partly Furnished
"Kuchai Lama, Kuala Lumpur",340000.0,3,2,1,Condominium,Built-up : 980 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",850000.0,2,2,1,Condominium,Built-up : 861 sq. ft.,Fully Furnished
"Kuchai Lama, Kuala Lumpur",1198000.0,5,6,2,Landed,Land area : 22 x 75 sq. ft.,Fully Furnished
"Taman Desa, Kuala Lumpur",1200000.0,5,6,2,Landed,Land area : 22 x 75 sq. ft.,Fully Furnished
"Bukit Jalil, Kuala Lumpur",1199000.0,5,6,2,Landed,Land area : 22 x 75 sq. ft.,Fully Furnished
"Taman Melawati, Kuala Lumpur",1638000.0,6,6,3,Landed,"Built-up : 4,430 sq. ft.",Unfurnished
"Ampang, Kuala Lumpur",510000.0,1,1,1,Condominium,Built-up : 705 sq. ft.,Fully Furnished
"Mont Kiara, Kuala Lumpur",1350000.0,4,3,2,Condominium,"Built-up : 2,163 sq. ft.",Partly Furnished
"Sentul, Kuala Lumpur",950000.0,4,3,2,Condominium,"Built-up : 1,554 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",950000.0,4,3,2,Condominium,"Built-up : 1,432 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur",660000.0,4,3,1,Townhouse,"Built-up : 2,464 sq. ft.",Partly Furnished
"Bandar Tasik Selatan, Kuala Lumpur",780000.0,3,2,2,Condominium,"Built-up : 1,151 sq. ft.",Partly Furnished
"Bandar Tasik Selatan, Kuala Lumpur",630000.0,3,2,1,Condominium,Built-up : 839 sq. ft.,Partly Furnished
"Sungai Besi, Kuala Lumpur",630000.0,3,2,1,Condominium,Built-up : 839 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur",9000000.0,6,6,6,Luxury,Land area : 13000 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",800000.0,5,5,4,Landed,Land area : 2903 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur",730000.0,2,1,1,Condominium,"Built-up : 1,011 sq. ft.",Fully Furnished
"Setapak, Kuala Lumpur",460000.0,3,2,2,Condominium,"Built-up : 1,018 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",900000.0,3,3,1,Condominium,"Built-up : 1,208 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",980000.0,4,3,2,Condominium,"Built-up : 1,828 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",395000.0,1,2,1,Condominium,Built-up : 775 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",2000000.0,4,5,5,Condominium,"Built-up : 2,540 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",2380000.0,6,6,2,Landed,Land area : 3500 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur",250000.0,3,2,1,Condominium,Built-up : 845 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur",330000.0,3,2,2,Condominium,Land area : 940 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur",1200000.0,4,4,2,Condominium,"Built-up : 2,713 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur",735000.0,4,2,1,Condominium,"Built-up : 1,733 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",600000.0,3,2,2,Condominium,"Built-up : 1,290 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur",620000.0,4,2,2,Condominium,"Built-up : 1,408 sq. ft.",Partly Furnished
"Sri Hartamas, Kuala Lumpur",3280000.0,5,6,2,Luxury,Land area : 23 x 66 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur",3300000.0,5,6,2,Luxury,Land area : 23 x 66 sq. ft.,Partly Furnished
"KL City, Kuala Lumpur",480000.0,3,2,1,Condominium,Built-up : 875 sq. ft.,Fully Furnished
"Bukit Bintang, Kuala Lumpur",5000000.0,4,4,2,Condominium,"Built-up : 2,406 sq. ft.",Partly Furnished
"Batu Caves, Kuala Lumpur",578000.0,2,2,1,Condominium,Built-up : 950 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur",1280000.0,5,4,2,Landed,Land area : 22X70 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",3800000.0,3,3,2,Condominium,"Built-up : 1,786 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur",520000.0,4,2,2,Condominium,"Built-up : 1,059 sq. ft.",Partly Furnished
"Keramat, Kuala Lumpur",532000.0,3,2,2,Condominium,Land area : 1003 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur",440000.0,3,2,2,Condominium,"Built-up : 1,104 sq. ft.",Unfurnished
"Setapak, Kuala Lumpur",460000.0,3,2,2,Condominium,"Built-up : 1,219 sq. ft.",Unfurnished
"Wangsa Maju, Kuala Lumpur",644000.0,4,3,2,Condominium,Land area : 1099 sq. ft.,Partly Furnished
"Wangsa Maju, Kuala Lumpur",625000.0,4,2,1,Condominium,Built-up : 948 sq. ft.,Unfurnished
"Setapak, Kuala Lumpur",450000.0,3,2,1,Condominium,"Built-up : 1,021 sq. ft.",Unfurnished
"Setapak, Kuala Lumpur",860000.0,6,4,3,Condominium,"Built-up : 1,800 sq. ft.",Unfurnished
"KL City, Kuala Lumpur",435000.0,3,2,2,Condominium,Built-up : 926 sq. ft.,Unfurnished
"KL City, Kuala Lumpur",470000.0,4,2,2,Condominium,"Built-up : 1,065 sq. ft.",Unfurnished
"Keramat, Kuala Lumpur",532000.0,3,2,2,Condominium,"Built-up : 1,003 sq. ft.",Unfurnished
"KL City, Kuala Lumpur",470000.0,4,2,2,Condominium,"Built-up : 1,065 sq. ft.",Unfurnished
"Setapak, Kuala Lumpur",724000.0,4,2,2,Condominium,"Built-up : 1,185 sq. ft.",Partly Furnished
"Taman Melawati, Kuala Lumpur",2650000.0,8,7,3,Luxury,"Built-up : 6,205 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",738000.0,3,2,2,Condominium,"Built-up : 1,392 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur",545000.0,3,2,2,Condominium,"Built-up : 1,004 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",665000.0,3,3,2,Condominium,"Built-up : 1,356 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",520000.0,3,2,2,Condominium,Built-up : 980 sq. ft.,Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",648000.0,2,2,2,Condominium,"Built-up : 1,168 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",699999.0,3,2,2,Condominium,"Built-up : 1,168 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur",368000.0,3,2,1,Condominium,"Built-up : 1,222 sq. ft.",Partly Furnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur",665000.0,4,2,1,Condominium,"Built-up : 1,354 sq. ft.",Fully Furnished
"Kuchai Lama, Kuala Lumpur",720000.0,4,2,2,Condominium,"Built-up : 1,607 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",725000.0,4,3,2,Landed,Land area : 26x65 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",1260000.0,5,5,3,Landed,Land area : 22x75 sq. ft.,Fully Furnished
"KL Sentral, Kuala Lumpur",1350000.0,2,2,1,Condominium,"Built-up : 1,033 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",820000.0,2,1,1,Condominium,Built-up : 883 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",399000.0,3,2,1,Condominium,Built-up : 927 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",530000.0,5,3,2,Landed,Land area : 20x75 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",2260000.0,3,3,2,Condominium,"Built-up : 1,518 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",2210000.0,2,2,2,Condominium,"Built-up : 1,464 sq. ft.",Fully Furnished
"Sri Petaling, Kuala Lumpur",365000.0,3,2,1,Condominium,"Built-up : 1,100 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",1800000.0,7,5,3,Landed,Land area : 24x85 sq. ft.,Fully Furnished
"KLCC, Kuala Lumpur",1670000.0,4,4,2,Condominium,"Built-up : 1,463 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",1560000.0,3,2,1,Condominium,"Built-up : 1,022 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur",1860000.0,4,5,2,Condominium,"Built-up : 2,098 sq. ft.",Partly Furnished
"Ampang, Kuala Lumpur",750000.0,3,2,1,Condominium,Built-up : 950 sq. ft.,Fully Furnished
"Ampang, Kuala Lumpur",630000.0,2,2,1,Condominium,Built-up : 856 sq. ft.,Fully Furnished
"Ampang, Kuala Lumpur",525000.0,0,2,1,Condominium,Built-up : 570 sq. ft.,Fully Furnished
"Cheras, Kuala Lumpur",515000.0,3,2,1,Condominium,"Built-up : 1,097 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur",899000.0,2,2,1,Apartment,Built-up : 847 sq. ft.,Partly Furnished
"Kuchai Lama, Kuala Lumpur",425000.0,3,2,1,Condominium,Built-up : 970 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur",2060000.0,4,3,2,Condominium,"Built-up : 1,426 sq. ft.",Partly Furnished
"Kuchai Lama, Kuala Lumpur",500000.0,3,2,1,Condominium,Built-up : 935 sq. ft.,Partly Furnished
"City Centre, Kuala Lumpur",1832000.0,4,3,2,Condominium,"Built-up : 2,838 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur",1832000.0,3,3,2,Condominium,"Built-up : 1,518 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur",490000.0,2,2,1,Condominium,Built-up : 719 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur",495000.0,2,2,1,Condominium,Built-up : 719 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur",450000.0,2,2,1,Condominium,Built-up : 916 sq. ft.,Partly Furnished
